code,name,description
CPSC_V 430,Computers and Society,"Impact of computer technology on society; historical perspectives; social and economic consequences of large-scale information processing systems and automatic control; legal and ethical problems in computer applications. Computers and the individual: machine versus human capabilities, fact and fancy; problematic interface between man and machine. [3-0-0] Prerequisite: 3 credits of Computer Science and at least third-year standing."
CPSC_V 436,Topics in Computer Science,"Selected topics in a specific area within Computer Science. May be taken more than once for credit with permission of the department. Prerequisite: Third-year standing in a Computer Science or Computer Engineering specialization, and permission of the department."
CPSC_V 440,Advanced Machine Learning,"Advanced machine learning techniques focusing on probabilistic models. Deep learning and differentiable programming, exponential families and Bayesian inference, probabilistic graphical models and other generative models, Monte Carlo and variational inference methods. [3-0-1] Prerequisite: Either CPSC_V 340 or both (a) AI_V 240 and (b) one of STAT_V 251, ECON_V 325, ECON_V 327, MATH_V 302, STAT_V 302, MATH_V 318."
CPSC_V 444,Advanced Methods for Human Computer Interaction,"Design and evaluation methodologies and theories; formal models of the user including visual, motor, and information processing; advanced evaluation methods including laboratory experiments and field studies; HCI research frontiers. [2-2-2] Prerequisite: CPSC 344 and one of STAT 200, STAT 201, STAT 203, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, GEOG 374, KIN 206, KIN 371, POLI 380, PSYC 218, PSYC 278, PSYC 366, SOCI 328."
CPSC_V 445,Algorithms in Bioinformatics,"Sequence alignment, phylogenetic tree reconstruction, prediction of RNA and protein structure, gene finding and sequence annotation, gene expression, and biomolecular computing. [3-0-0] Prerequisite: CPSC 320. and either BMEG 250 or six credits of BIOL beyond BIOL 111."
CPSC_V 447,Introduction to Visualization,"Design and implementation of static and interactive visualizations. Selection of appropriate visualization methods for given combinations of data type and intended analysis task. Assessment of visual representations according to design and perceptual principles. [3-0-0] Prerequisite: One of CPSC 310, CPEN 321."
CPSC_V 448,Directed Studies in Computer Science,"Open ordinarily to students in Computer Science with at least a 72% average and permission of the department. The course may consist of supervised reading, participation in a seminar, and one or more programming projects.This course is not eligible for Credit/D/Fail grading."
CPSC_V 449,Honours Thesis,"Under supervision of a faculty member, students investigate a research topic and prepare a thesis. Prerequisite: [CPSC349]"
CPSC_V 455,Applied Industry Practices,"Hands-on project, mentored by industry experts, integrating skills relevant to early career in the computing industry: technical skills, communication, teamwork, networking and portfolio building. [2.5-2-0] Prerequisite: One of CPSC 310, CPEN 321."
CPSC_V 490,Student Directed Seminars,"Self-directed, collaborative studies, in a group-learning environment, initiated and coordinated by senior undergraduate students with the supervision of a faculty advisor. Course structure, enrolment and delivery methods will comply with the Handbook for Student Directed Seminars. [3-0-0]"
CPSC_V 491,Interactive Digital Media Practicum,"Design and implementation of interactive digital media systems using modern processes and tools. Projects provided by external clients or vetted entrepreneurial pitches are developed by interdisciplinary teams composed of one CPSC_V 491 student and multiple Master of Digital Media students. Prerequisite: All of CPSC_V 221, CPSC_V 310, CPSC_V 344 and Third-year standing.This course is not eligible for Credit/D/Fail grading."
CPSC_V 499,Co-operative Work Placement V,Approved and supervised technical work experience in the computing industry for a minimum of 3.5 months. Normally taken during the summer following the fourth year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Computer Science.This course is not eligible for Credit/D/Fail grading.
CPSC_V 500,Fundamentals of Algorithm Design and Analysis,This course is not eligible for Credit/D/Fail grading.
CPSC_V 501,"Theory of Automata, Formal Languages and Computability",This course is not eligible for Credit/D/Fail grading.
CPSC_V 502,Artificial Intelligence I,This course is not eligible for Credit/D/Fail grading.
CPSC_V 503,Computational Linguistics I,This course is not eligible for Credit/D/Fail grading.
CPSC_V 504,Data Management,This course is not eligible for Credit/D/Fail grading.
CPSC_V 505,Image Understanding I: Image Analysis,This course is not eligible for Credit/D/Fail grading.
CPSC_V 506,Complexity of Computation,This course is not eligible for Credit/D/Fail grading.
CPSC_V 507,Software Engineering,This course is not eligible for Credit/D/Fail grading.
CPSC_V 508,Operating Systems,This course is not eligible for Credit/D/Fail grading.
CPSC_V 509,Programming Language Principles,This course is not eligible for Credit/D/Fail grading.
CPSC_V 511,Implementation of Programming Languages,This course is not eligible for Credit/D/Fail grading.
CPSC_V 513,Introduction to Formal Verification and Analysis,This course is not eligible for Credit/D/Fail grading.
CPSC_V 514,Computer Graphics: Rendering,This course is not eligible for Credit/D/Fail grading.
CPSC_V 515,Computational Robotics,This course is not eligible for Credit/D/Fail grading.
CPSC_V 516,Computational Geometry,This course is not eligible for Credit/D/Fail grading.
CPSC_V 517,Sparse Matrix Computation,This course is not eligible for Credit/D/Fail grading.
CPSC_V 519,Logic Programming and Functional Programming,This course is not eligible for Credit/D/Fail grading.
CPSC_V 520,Numerical Solution of Differential Equations,This course is not eligible for Credit/D/Fail grading.
CPSC_V 521,Parallel Algorithms and Architectures,This course is not eligible for Credit/D/Fail grading.
CPSC_V 522,Artificial Intelligence II,This course is not eligible for Credit/D/Fail grading.
CPSC_V 524,Computer Graphics: Modelling,This course is not eligible for Credit/D/Fail grading.
CPSC_V 525,Image Understanding II: Scene Analysis,This course is not eligible for Credit/D/Fail grading.
CPSC_V 526,Computer Animation,This course is not eligible for Credit/D/Fail grading.
CPSC_V 527,Computer Communication Protocols,This course is not eligible for Credit/D/Fail grading.
CPSC_V 528,Topics in Software Engineering,This course is not eligible for Credit/D/Fail grading.
CPSC_V 529,Definition of Programming Languages,This course is not eligible for Credit/D/Fail grading.
CPSC_V 530,Topics in Information Processing,This course is not eligible for Credit/D/Fail grading.
CPSC_V 531,Topics in Theory of Computation,This course is not eligible for Credit/D/Fail grading.
CPSC_V 532,Topics in Artificial Intelligence,This course is not eligible for Credit/D/Fail grading.
CPSC_V 533,Topics in Computer Graphics,This course is not eligible for Credit/D/Fail grading.
CPSC_V 534,Topics in Data Management,This course is not eligible for Credit/D/Fail grading.
CPSC_V 535,Topics in Simulation and Optimization,This course is not eligible for Credit/D/Fail grading.
CPSC_V 536,Topics in Algorithms and Complexity,This course is not eligible for Credit/D/Fail grading.
CPSC_V 537,Topics in Coding and Information Theory,This course is not eligible for Credit/D/Fail grading.
CPSC_V 538,Topics in Computer Systems,This course is not eligible for Credit/D/Fail grading.
CPSC_V 539,Topics in Programming Languages,This course is not eligible for Credit/D/Fail grading.
CPSC_V 540,Machine Learning,This course is not eligible for Credit/D/Fail grading.
CPSC_V 541,Topics in Computer Security and Privacy,This course is not eligible for Credit/D/Fail grading.
CPSC_V 542,Topics in Numerical Computation,This course is not eligible for Credit/D/Fail grading.
CPSC_V 543,Physical User Interface Design and Evaluation,This course is not eligible for Credit/D/Fail grading.
CPSC_V 544,Human Computer Interaction,This course is not eligible for Credit/D/Fail grading.
CPSC_V 545,Algorithms for Bioinformatics,This course is not eligible for Credit/D/Fail grading.
CPSC_V 546,Numerical Optimization,This course is not eligible for Credit/D/Fail grading.
CPSC_V 547,Information Visualization,This course is not eligible for Credit/D/Fail grading.
CPSC_V 548,Directed Study,This course is not eligible for Credit/D/Fail grading.
CPSC_V 549,Master's Thesis,This course is not eligible for Credit/D/Fail grading.
CPSC_V 550,Machine Learning II,This course is not eligible for Credit/D/Fail grading.
CPSC_V 554,Topics in Human-Computer Interaction,This course is not eligible for Credit/D/Fail grading.
CPSC_V 564,Data Mining,This course is not eligible for Credit/D/Fail grading.
CPSC_V 589,M.Sc. Major Essay,This course is not eligible for Credit/D/Fail grading.
CPSC_V 590,Research Methods in Computer Science,This course is not eligible for Credit/D/Fail grading.
CPSC_V 649,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.
CSPW_V 100,Coordinated Science Program Workshop,"Students participate in activities related to their CSP courses, including hands-on work, discussion and analysis of scientific topics. Graded Pass/Fail. [0-0-2]. Prerequisite: Registration in Coordinated Science Program.This course is not eligible for Credit/D/Fail grading."
DSCI_V 100,Introduction to Data Science,"Use of data science tools to summarize, visualize, and analyze data. Sensible workflows and clear interpretations are emphasized. [3-0-1]."
DSCI_V 200,"Navigating Data: Acquisition, Exploration and Management",Acquiring data through web scraping and generating synthetic data via simulations. Sampling and experimental designs. Reporting and visualizing data and data quality. Data privacy and ownership. Emphasis on case studies and real data sets. [3-0-0] Prerequisite: DSCI_V 100 or DATA_O 101.
DSCI_V 220,Discrete Mathematics for Data Science,"Boolean algebra and logical inference, proof techniques, sets, relations and functions, regular expressions, and data filtering. [3-2-0] Prerequisite: All of a) DSCI_V 100 or DATA_O 101; b) MATH_V 100, MATH_V 110, MATH_V 120, MATH_V 180, SCIE_V 001 or MATH_O 100; and c) CPSC_V 103 or CPSC_V 110."
